Analyte	Exp	Blankgroup	SampleName	X	Plate	media	treatment	replica	Order	SampleGroup	Blank	Concentration	Concentration_blank	Concentration_fc	ReactorReplicate
GLP.1.total	1	tremedia	S1R1D18A	1.775699973	1	SDRBRMTrehalose	S1R1D18	A	N	S1R1D18	FALSE	6.59	4.106666667	1.604707792	R1
GLP.1.total	1	tremedia	S1R1D18B	1.3204	1	SDRBRMTrehalose	S1R1D18	B	N	S1R1D18	FALSE	7.97	4.106666667	1.940746753	R1
GLP.1.total	1	tremedia	S1R1D18C	1.774399996	2	SDRBRMTrehalose	S1R1D18	C	N	S1R1D18	FALSE	1.88	4.106666667	0.457792208	R1
MCP.1	1	tremedia	S1R1D18A	1.775699973	1	SDRBRMTrehalose	S1R1D18	A	N	S1R1D18	FALSE	767.36	2078.333333	0.369218925	R1
MCP.1	1	tremedia	S1R1D18B	1.3204	1	SDRBRMTrehalose	S1R1D18	B	N	S1R1D18	FALSE	878.94	2078.333333	0.422906175	R1
MCP.1	1	tremedia	S1R1D18C	1.774399996	2	SDRBRMTrehalose	S1R1D18	C	N	S1R1D18	FALSE	987.75	2078.333333	0.475260626	R1
PP	1	tremedia	S1R1D18A	1.775699973	1	SDRBRMTrehalose	S1R1D18	A	N	S1R1D18	FALSE	5.54	4.923333333	1.125253893	R1
PP	1	tremedia	S1R1D18B	1.3204	1	SDRBRMTrehalose	S1R1D18	B	N	S1R1D18	FALSE	5.54	4.923333333	1.125253893	R1
PP	1	tremedia	S1R1D18C	1.774399996	2	SDRBRMTrehalose	S1R1D18	C	N	S1R1D18	FALSE	3.66	4.923333333	0.743398781	R1
PYY	1	tremedia	S1R1D18A	1.775699973	1	SDRBRMTrehalose	S1R1D18	A	N	S1R1D18	FALSE	94.76	98.06333333	0.966314287	R1
PYY	1	tremedia	S1R1D18B	1.3204	1	SDRBRMTrehalose	S1R1D18	B	N	S1R1D18	FALSE	99.65	98.06333333	1.01618002	R1
PYY	1	tremedia	S1R1D18C	1.774399996	2	SDRBRMTrehalose	S1R1D18	C	N	S1R1D18	FALSE	96.03	98.06333333	0.979265101	R1
Serotonin	1	tremedia	S1R1D18A	1.775699973	1	SDRBRMTrehalose	S1R1D18	A	N	S1R1D18	FALSE	90.00210352	48.36906431	1.860736915	R1
Serotonin	1	tremedia	S1R1D18B	1.3204	1	SDRBRMTrehalose	S1R1D18	B	N	S1R1D18	FALSE	133.3770636	48.36906431	2.75748695	R1
Serotonin	1	tremedia	S1R1D18C	1.774399996	2	SDRBRMTrehalose	S1R1D18	C	N	S1R1D18	FALSE	90.08735146	48.36906431	1.862499363	R1
TNF.alpha	1	tremedia	S1R1D18A	1.775699973	1	SDRBRMTrehalose	S1R1D18	A	N	S1R1D18	FALSE	2.47	3.563333333	0.693171188	R1
TNF.alpha	1	tremedia	S1R1D18B	1.3204	1	SDRBRMTrehalose	S1R1D18	B	N	S1R1D18	FALSE	2.58	3.563333333	0.72404116	R1
TNF.alpha	1	tremedia	S1R1D18C	1.774399996	2	SDRBRMTrehalose	S1R1D18	C	N	S1R1D18	FALSE	3.53	3.563333333	0.990645463	R1
C.Peptide	1	tremedia	S1R2D18C	1.506700039	2	SDRBRMTrehalose	S1R2D18	C	O	S1R2D18	FALSE	5.23	5.516666667	0.948036254	R2
C.Peptide	1	tremedia	S1R2D18A	1.627900004	1	SDRBRMTrehalose	S1R2D18	A	O	S1R2D18	FALSE	6.51	5.516666667	1.180060423	R2
C.Peptide	1	tremedia	S1R2D18B	1.456099987	1	SDRBRMTrehalose	S1R2D18	B	O	S1R2D18	FALSE	4.7	5.516666667	0.851963746	R2
Ghrelin	1	tremedia	S1R2D18C	1.506700039	2	SDRBRMTrehalose	S1R2D18	C	O	S1R2D18	FALSE	11.47	11.58333333	0.990215827	R2
Ghrelin	1	tremedia	S1R2D18A	1.627900004	1	SDRBRMTrehalose	S1R2D18	A	O	S1R2D18	FALSE	9.83	11.58333333	0.848633094	R2
Ghrelin	1	tremedia	S1R2D18B	1.456099987	1	SDRBRMTrehalose	S1R2D18	B	O	S1R2D18	FALSE	10.66	11.58333333	0.92028777	R2
GIP.total	1	tremedia	S1R2D18C	1.506700039	2	SDRBRMTrehalose	S1R2D18	C	O	S1R2D18	FALSE	31.14	15.32	2.032637076	R2
GIP.total	1	tremedia	S1R2D18A	1.627900004	1	SDRBRMTrehalose	S1R2D18	A	O	S1R2D18	FALSE	19.76	15.32	1.289817232	R2
GIP.total	1	tremedia	S1R2D18B	1.456099987	1	SDRBRMTrehalose	S1R2D18	B	O	S1R2D18	FALSE	18.53	15.32	1.209530026	R2
GLP.1.total	1	tremedia	S1R2D18C	1.506700039	2	SDRBRMTrehalose	S1R2D18	C	O	S1R2D18	FALSE	1.88	4.106666667	0.457792208	R2
GLP.1.total	1	tremedia	S1R2D18A	1.627900004	1	SDRBRMTrehalose	S1R2D18	A	O	S1R2D18	FALSE	5.14	4.106666667	1.251623377	R2
GLP.1.total	1	tremedia	S1R2D18B	1.456099987	1	SDRBRMTrehalose	S1R2D18	B	O	S1R2D18	FALSE	7.97	4.106666667	1.940746753	R2
MCP.1	1	tremedia	S1R2D18C	1.506700039	2	SDRBRMTrehalose	S1R2D18	C	O	S1R2D18	FALSE	1385	2078.333333	0.666399358	R2
MCP.1	1	tremedia	S1R2D18A	1.627900004	1	SDRBRMTrehalose	S1R2D18	A	O	S1R2D18	FALSE	970.45	2078.333333	0.466936648	R2
MCP.1	1	tremedia	S1R2D18B	1.456099987	1	SDRBRMTrehalose	S1R2D18	B	O	S1R2D18	FALSE	1055	2078.333333	0.507618284	R2
PP	1	tremedia	S1R2D18C	1.506700039	2	SDRBRMTrehalose	S1R2D18	C	O	S1R2D18	FALSE	4.9	4.923333333	0.995260664	R2
PP	1	tremedia	S1R2D18A	1.627900004	1	SDRBRMTrehalose	S1R2D18	A	O	S1R2D18	FALSE	4.9	4.923333333	0.995260664	R2
PP	1	tremedia	S1R2D18B	1.456099987	1	SDRBRMTrehalose	S1R2D18	B	O	S1R2D18	FALSE	6.19	4.923333333	1.257278267	R2
PYY	1	tremedia	S1R2D18C	1.506700039	2	SDRBRMTrehalose	S1R2D18	C	O	S1R2D18	FALSE	99.65	98.06333333	1.01618002	R2
PYY	1	tremedia	S1R2D18A	1.627900004	1	SDRBRMTrehalose	S1R2D18	A	O	S1R2D18	FALSE	101.93	98.06333333	1.0394303	R2
PYY	1	tremedia	S1R2D18B	1.456099987	1	SDRBRMTrehalose	S1R2D18	B	O	S1R2D18	FALSE	106.21	98.06333333	1.083075563	R2
Serotonin	1	tremedia	S1R2D18C	1.506700039	2	SDRBRMTrehalose	S1R2D18	C	O	S1R2D18	FALSE	111.1618311	48.36906431	2.298200982	R2
Serotonin	1	tremedia	S1R2D18A	1.627900004	1	SDRBRMTrehalose	S1R2D18	A	O	S1R2D18	FALSE	100.5676117	48.36906431	2.079172156	R2
Serotonin	1	tremedia	S1R2D18B	1.456099987	1	SDRBRMTrehalose	S1R2D18	B	O	S1R2D18	FALSE	116.3421956	48.36906431	2.405301762	R2
TNF.alpha	1	tremedia	S1R2D18C	1.506700039	2	SDRBRMTrehalose	S1R2D18	C	O	S1R2D18	FALSE	5.69	3.563333333	1.596819457	R2
TNF.alpha	1	tremedia	S1R2D18A	1.627900004	1	SDRBRMTrehalose	S1R2D18	A	O	S1R2D18	FALSE	2.71	3.563333333	0.760523854	R2
TNF.alpha	1	tremedia	S1R2D18B	1.456099987	1	SDRBRMTrehalose	S1R2D18	B	O	S1R2D18	FALSE	4.55	3.563333333	1.276894294	R2
C.Peptide	1	tremedia	S1R3D18C	1.557999969	1	SDRBRMTrehalose	S1R3D18	C	P	S1R3D18	FALSE	4.7	5.516666667	0.851963746	R3
C.Peptide	1	tremedia	S1R3D18B	1.718000054	1	SDRBRMTrehalose	S1R3D18	B	P	S1R3D18	FALSE	4.7	5.516666667	0.851963746	R3
C.Peptide	1	tremedia	S1R3D18A	1.506899953	1	SDRBRMTrehalose	S1R3D18	A	P	S1R3D18	FALSE	4.7	5.516666667	0.851963746	R3
Ghrelin	1	tremedia	S1R3D18C	1.557999969	1	SDRBRMTrehalose	S1R3D18	C	P	S1R3D18	FALSE	9.83	11.58333333	0.848633094	R3
Ghrelin	1	tremedia	S1R3D18B	1.718000054	1	SDRBRMTrehalose	S1R3D18	B	P	S1R3D18	FALSE	10.25	11.58333333	0.884892086	R3
Ghrelin	1	tremedia	S1R3D18A	1.506899953	1	SDRBRMTrehalose	S1R3D18	A	P	S1R3D18	FALSE	10.04	11.58333333	0.86676259	R3
GIP.total	1	tremedia	S1R3D18C	1.557999969	1	SDRBRMTrehalose	S1R3D18	C	P	S1R3D18	FALSE	15.77	15.32	1.029373368	R3
GIP.total	1	tremedia	S1R3D18B	1.718000054	1	SDRBRMTrehalose	S1R3D18	B	P	S1R3D18	FALSE	16.74	15.32	1.092689295	R3
GIP.total	1	tremedia	S1R3D18A	1.506899953	1	SDRBRMTrehalose	S1R3D18	A	P	S1R3D18	FALSE	17.57	15.32	1.146866841	R3
GLP.1.total	1	tremedia	S1R3D18C	1.557999969	1	SDRBRMTrehalose	S1R3D18	C	P	S1R3D18	FALSE	3.59	4.106666667	0.874188312	R3
GLP.1.total	1	tremedia	S1R3D18B	1.718000054	1	SDRBRMTrehalose	S1R3D18	B	P	S1R3D18	FALSE	3.59	4.106666667	0.874188312	R3
GLP.1.total	1	tremedia	S1R3D18A	1.506899953	1	SDRBRMTrehalose	S1R3D18	A	P	S1R3D18	FALSE	3.59	4.106666667	0.874188312	R3
MCP.1	1	tremedia	S1R3D18C	1.557999969	1	SDRBRMTrehalose	S1R3D18	C	P	S1R3D18	FALSE	1236	2078.333333	0.594707298	R3
MCP.1	1	tremedia	S1R3D18B	1.718000054	1	SDRBRMTrehalose	S1R3D18	B	P	S1R3D18	FALSE	1407	2078.333333	0.676984763	R3
MCP.1	1	tremedia	S1R3D18A	1.506899953	1	SDRBRMTrehalose	S1R3D18	A	P	S1R3D18	FALSE	1079	2078.333333	0.519165998	R3
PP	1	tremedia	S1R3D18C	1.557999969	1	SDRBRMTrehalose	S1R3D18	C	P	S1R3D18	FALSE	4.9	4.923333333	0.995260664	R3
PP	1	tremedia	S1R3D18B	1.718000054	1	SDRBRMTrehalose	S1R3D18	B	P	S1R3D18	FALSE	3.36	4.923333333	0.682464455	R3
PP	1	tremedia	S1R3D18A	1.506899953	1	SDRBRMTrehalose	S1R3D18	A	P	S1R3D18	FALSE	4.27	4.923333333	0.867298578	R3
PYY	1	tremedia	S1R3D18C	1.557999969	1	SDRBRMTrehalose	S1R3D18	C	P	S1R3D18	FALSE	105.17	98.06333333	1.072470172	R3
PYY	1	tremedia	S1R3D18B	1.718000054	1	SDRBRMTrehalose	S1R3D18	B	P	S1R3D18	FALSE	101.93	98.06333333	1.0394303	R3
PYY	1	tremedia	S1R3D18A	1.506899953	1	SDRBRMTrehalose	S1R3D18	A	P	S1R3D18	FALSE	94.76	98.06333333	0.966314287	R3
Serotonin	1	tremedia	S1R3D18C	1.557999969	1	SDRBRMTrehalose	S1R3D18	C	P	S1R3D18	FALSE	106.4020082	48.36906431	2.199794636	R3
Serotonin	1	tremedia	S1R3D18B	1.718000054	1	SDRBRMTrehalose	S1R3D18	B	P	S1R3D18	FALSE	93.89919849	48.36906431	1.941306904	R3
Serotonin	1	tremedia	S1R3D18A	1.506899953	1	SDRBRMTrehalose	S1R3D18	A	P	S1R3D18	FALSE	111.1423772	48.36906431	2.297798785	R3
TNF.alpha	1	tremedia	S1R3D18C	1.557999969	1	SDRBRMTrehalose	S1R3D18	C	P	S1R3D18	FALSE	5.48	3.563333333	1.537885875	R3
TNF.alpha	1	tremedia	S1R3D18B	1.718000054	1	SDRBRMTrehalose	S1R3D18	B	P	S1R3D18	FALSE	5.54	3.563333333	1.554724041	R3
TNF.alpha	1	tremedia	S1R3D18A	1.506899953	1	SDRBRMTrehalose	S1R3D18	A	P	S1R3D18	FALSE	4.63	3.563333333	1.299345182	R3
C.Peptide	3	tremedia2	S1R4D18B	2.274300098	1	SDRBRMTrehalose	S1R4D18	B	ZJ	S1R4D18	FALSE	4.7	4.7	1	R4
C.Peptide	3	tremedia2	S1R4D18A	1.609099984	1	SDRBRMTrehalose	S1R4D18	A	ZJ	S1R4D18	FALSE	4.7	4.7	1	R4
C.Peptide	3	tremedia2	S1R4D18C	1.563199997	1	SDRBRMTrehalose	S1R4D18	C	ZJ	S1R4D18	FALSE	4.7	4.7	1	R4
Ghrelin	3	tremedia2	S1R4D18B	2.274300098	1	SDRBRMTrehalose	S1R4D18	B	ZJ	S1R4D18	FALSE	8.6	8.6	1	R4
Ghrelin	3	tremedia2	S1R4D18A	1.609099984	1	SDRBRMTrehalose	S1R4D18	A	ZJ	S1R4D18	FALSE	9.4	8.6	1.093023256	R4
Ghrelin	3	tremedia2	S1R4D18C	1.563199997	1	SDRBRMTrehalose	S1R4D18	C	ZJ	S1R4D18	FALSE	8.97	8.6	1.043023256	R4
GIP.total	3	tremedia2	S1R4D18B	2.274300098	1	SDRBRMTrehalose	S1R4D18	B	ZJ	S1R4D18	FALSE	3.79	4.596666667	0.824510515	R4
GIP.total	3	tremedia2	S1R4D18A	1.609099984	1	SDRBRMTrehalose	S1R4D18	A	ZJ	S1R4D18	FALSE	8.77	4.596666667	1.907904278	R4
GIP.total	3	tremedia2	S1R4D18C	1.563199997	1	SDRBRMTrehalose	S1R4D18	C	ZJ	S1R4D18	FALSE	8.17	4.596666667	1.777374909	R4
GLP.1.total	3	tremedia2	S1R4D18B	2.274300098	1	SDRBRMTrehalose	S1R4D18	B	ZJ	S1R4D18	FALSE	0.9	0.9	1	R4
GLP.1.total	3	tremedia2	S1R4D18A	1.609099984	1	SDRBRMTrehalose	S1R4D18	A	ZJ	S1R4D18	FALSE	0.9	0.9	1	R4
GLP.1.total	3	tremedia2	S1R4D18C	1.563199997	1	SDRBRMTrehalose	S1R4D18	C	ZJ	S1R4D18	FALSE	1.88	0.9	2.088888889	R4
MCP.1	3	tremedia2	S1R4D18B	2.274300098	1	SDRBRMTrehalose	S1R4D18	B	ZJ	S1R4D18	FALSE	45.69	27.45	1.664480874	R4
MCP.1	3	tremedia2	S1R4D18A	1.609099984	1	SDRBRMTrehalose	S1R4D18	A	ZJ	S1R4D18	FALSE	807.3	27.45	29.40983607	R4
MCP.1	3	tremedia2	S1R4D18C	1.563199997	1	SDRBRMTrehalose	S1R4D18	C	ZJ	S1R4D18	FALSE	626.44	27.45	22.82112933	R4
PP	3	tremedia2	S1R4D18B	2.274300098	1	SDRBRMTrehalose	S1R4D18	B	ZJ	S1R4D18	FALSE	2.48	1.576666667	1.572938689	R4
PP	3	tremedia2	S1R4D18A	1.609099984	1	SDRBRMTrehalose	S1R4D18	A	ZJ	S1R4D18	FALSE	2.48	1.576666667	1.572938689	R4
PP	3	tremedia2	S1R4D18C	1.563199997	1	SDRBRMTrehalose	S1R4D18	C	ZJ	S1R4D18	FALSE	3.06	1.576666667	1.940803383	R4
PYY	3	tremedia2	S1R4D18B	2.274300098	1	SDRBRMTrehalose	S1R4D18	B	ZJ	S1R4D18	FALSE	94.76	91.13333333	1.039795172	R4
PYY	3	tremedia2	S1R4D18A	1.609099984	1	SDRBRMTrehalose	S1R4D18	A	ZJ	S1R4D18	FALSE	92.12	91.13333333	1.010826628	R4
PYY	3	tremedia2	S1R4D18C	1.563199997	1	SDRBRMTrehalose	S1R4D18	C	ZJ	S1R4D18	FALSE	100.8	91.13333333	1.10607169	R4
Serotonin	3	tremedia2	S1R4D18B	2.274300098	1	SDRBRMTrehalose	S1R4D18	B	ZJ	S1R4D18	FALSE	7.876376217	11.52400112	0.683475829	R4
Serotonin	3	tremedia2	S1R4D18A	1.609099984	1	SDRBRMTrehalose	S1R4D18	A	ZJ	S1R4D18	FALSE	62.27188413	11.52400112	5.403668698	R4
Serotonin	3	tremedia2	S1R4D18C	1.563199997	1	SDRBRMTrehalose	S1R4D18	C	ZJ	S1R4D18	FALSE	67.08156713	11.52400112	5.821030945	R4
TNF.alpha	3	tremedia2	S1R4D18B	2.274300098	1	SDRBRMTrehalose	S1R4D18	B	ZJ	S1R4D18	FALSE	0.6	0.6	1	R4
TNF.alpha	3	tremedia2	S1R4D18A	1.609099984	1	SDRBRMTrehalose	S1R4D18	A	ZJ	S1R4D18	FALSE	3.49	0.6	5.816666667	R4
TNF.alpha	3	tremedia2	S1R4D18C	1.563199997	1	SDRBRMTrehalose	S1R4D18	C	ZJ	S1R4D18	FALSE	3.22	0.6	5.366666667	R4
C.Peptide	1	sucmedia	S2R1D18A	1.754999995	1	SDRBRMSucrose	S2R1D18	A	D	S2R1D18	FALSE	4.7	4.7	1	R1
C.Peptide	1	sucmedia	S2R1D18B	1.607900023	1	SDRBRMSucrose	S2R1D18	B	D	S2R1D18	FALSE	4.7	4.7	1	R1
C.Peptide	1	sucmedia	S2R1D18C	1.555600047	2	SDRBRMSucrose	S2R1D18	C	D	S2R1D18	FALSE	10.26	4.7	2.182978723	R1
Ghrelin	1	sucmedia	S2R1D18A	1.754999995	1	SDRBRMSucrose	S2R1D18	A	D	S2R1D18	FALSE	8.6	11.46666667	0.75	R1
Ghrelin	1	sucmedia	S2R1D18B	1.607900023	1	SDRBRMSucrose	S2R1D18	B	D	S2R1D18	FALSE	10.25	11.46666667	0.893895349	R1
Ghrelin	1	sucmedia	S2R1D18C	1.555600047	2	SDRBRMSucrose	S2R1D18	C	D	S2R1D18	FALSE	10.46	11.46666667	0.912209302	R1
GIP.total	1	sucmedia	S2R1D18A	1.754999995	1	SDRBRMSucrose	S2R1D18	A	D	S2R1D18	FALSE	0.4	16.57	0.024140012	R1
GIP.total	1	sucmedia	S2R1D18B	1.607900023	1	SDRBRMSucrose	S2R1D18	B	D	S2R1D18	FALSE	9.85	16.57	0.594447797	R1
GIP.total	1	sucmedia	S2R1D18C	1.555600047	2	SDRBRMSucrose	S2R1D18	C	D	S2R1D18	FALSE	26.61	16.57	1.605914303	R1
GLP.1.total	1	sucmedia	S2R1D18A	1.754999995	1	SDRBRMSucrose	S2R1D18	A	D	S2R1D18	FALSE	0.9	5.353333333	0.168119552	R1
GLP.1.total	1	sucmedia	S2R1D18B	1.607900023	1	SDRBRMSucrose	S2R1D18	B	D	S2R1D18	FALSE	6.59	5.353333333	1.231008717	R1
GLP.1.total	1	sucmedia	S2R1D18C	1.555600047	2	SDRBRMSucrose	S2R1D18	C	D	S2R1D18	FALSE	3.59	5.353333333	0.670610212	R1
MCP.1	1	sucmedia	S2R1D18A	1.754999995	1	SDRBRMSucrose	S2R1D18	A	D	S2R1D18	FALSE	19.71	2700.666667	0.007298198	R1
MCP.1	1	sucmedia	S2R1D18B	1.607900023	1	SDRBRMSucrose	S2R1D18	B	D	S2R1D18	FALSE	1130	2700.666667	0.418415206	R1
MCP.1	1	sucmedia	S2R1D18C	1.555600047	2	SDRBRMSucrose	S2R1D18	C	D	S2R1D18	FALSE	1461	2700.666667	0.540977536	R1
PP	1	sucmedia	S2R1D18A	1.754999995	1	SDRBRMSucrose	S2R1D18	A	D	S2R1D18	FALSE	0.92	5.01	0.183632735	R1
PP	1	sucmedia	S2R1D18B	1.607900023	1	SDRBRMSucrose	S2R1D18	B	D	S2R1D18	FALSE	5.54	5.01	1.105788423	R1
PP	1	sucmedia	S2R1D18C	1.555600047	2	SDRBRMSucrose	S2R1D18	C	D	S2R1D18	FALSE	6.19	5.01	1.235528942	R1
PYY	1	sucmedia	S2R1D18A	1.754999995	1	SDRBRMSucrose	S2R1D18	A	D	S2R1D18	FALSE	32.32	98.82333333	0.327048268	R1
PYY	1	sucmedia	S2R1D18B	1.607900023	1	SDRBRMSucrose	S2R1D18	B	D	S2R1D18	FALSE	108.23	98.82333333	1.095186697	R1
PYY	1	sucmedia	S2R1D18C	1.555600047	2	SDRBRMSucrose	S2R1D18	C	D	S2R1D18	FALSE	104.11	98.82333333	1.053496138	R1
Serotonin	1	sucmedia	S2R1D18A	1.754999995	1	SDRBRMSucrose	S2R1D18	A	D	S2R1D18	FALSE	91.3726855	55.21032227	1.654992794	R1
Serotonin	1	sucmedia	S2R1D18B	1.607900023	1	SDRBRMSucrose	S2R1D18	B	D	S2R1D18	FALSE	102.1693699	55.21032227	1.850548334	R1
Serotonin	1	sucmedia	S2R1D18C	1.555600047	2	SDRBRMSucrose	S2R1D18	C	D	S2R1D18	FALSE	106.6148678	55.21032227	1.931067659	R1
TNF.alpha	1	sucmedia	S2R1D18A	1.754999995	1	SDRBRMSucrose	S2R1D18	A	D	S2R1D18	FALSE	0.6	3.796666667	0.158033363	R1
TNF.alpha	1	sucmedia	S2R1D18B	1.607900023	1	SDRBRMSucrose	S2R1D18	B	D	S2R1D18	FALSE	3.17	3.796666667	0.834942932	R1
TNF.alpha	1	sucmedia	S2R1D18C	1.555600047	2	SDRBRMSucrose	S2R1D18	C	D	S2R1D18	FALSE	5.85	3.796666667	1.540825285	R1
C.Peptide	1	sucmedia	S2R2D18C	1.505100012	2	SDRBRMSucrose	S2R2D18	C	E	S2R2D18	FALSE	5.23	4.7	1.112765957	R2
C.Peptide	1	sucmedia	S2R2D18A	1.874799967	2	SDRBRMSucrose	S2R2D18	A	E	S2R2D18	FALSE	4.7	4.7	1	R2
C.Peptide	1	sucmedia	S2R2D18B	1.617900014	2	SDRBRMSucrose	S2R2D18	B	E	S2R2D18	FALSE	4.7	4.7	1	R2
Ghrelin	1	sucmedia	S2R2D18C	1.505100012	2	SDRBRMSucrose	S2R2D18	C	E	S2R2D18	FALSE	10.25	11.46666667	0.893895349	R2
Ghrelin	1	sucmedia	S2R2D18A	1.874799967	2	SDRBRMSucrose	S2R2D18	A	E	S2R2D18	FALSE	9.4	11.46666667	0.819767442	R2
Ghrelin	1	sucmedia	S2R2D18B	1.617900014	2	SDRBRMSucrose	S2R2D18	B	E	S2R2D18	FALSE	9.4	11.46666667	0.819767442	R2
GIP.total	1	sucmedia	S2R2D18C	1.505100012	2	SDRBRMSucrose	S2R2D18	C	E	S2R2D18	FALSE	20.13	16.57	1.214846107	R2
GIP.total	1	sucmedia	S2R2D18A	1.874799967	2	SDRBRMSucrose	S2R2D18	A	E	S2R2D18	FALSE	12.86	16.57	0.776101388	R2
GIP.total	1	sucmedia	S2R2D18B	1.617900014	2	SDRBRMSucrose	S2R2D18	B	E	S2R2D18	FALSE	15.31	16.57	0.923958962	R2
GLP.1.total	1	sucmedia	S2R2D18C	1.505100012	2	SDRBRMSucrose	S2R2D18	C	E	S2R2D18	FALSE	1.88	5.353333333	0.351183064	R2
GLP.1.total	1	sucmedia	S2R2D18A	1.874799967	2	SDRBRMSucrose	S2R2D18	A	E	S2R2D18	FALSE	3.59	5.353333333	0.670610212	R2
GLP.1.total	1	sucmedia	S2R2D18B	1.617900014	2	SDRBRMSucrose	S2R2D18	B	E	S2R2D18	FALSE	3.59	5.353333333	0.670610212	R2
MCP.1	1	sucmedia	S2R2D18C	1.505100012	2	SDRBRMSucrose	S2R2D18	C	E	S2R2D18	FALSE	984.48	2700.666667	0.364532214	R2
MCP.1	1	sucmedia	S2R2D18A	1.874799967	2	SDRBRMSucrose	S2R2D18	A	E	S2R2D18	FALSE	908.42	2700.666667	0.336368798	R2
MCP.1	1	sucmedia	S2R2D18B	1.617900014	2	SDRBRMSucrose	S2R2D18	B	E	S2R2D18	FALSE	954.94	2700.666667	0.353594174	R2
PP	1	sucmedia	S2R2D18C	1.505100012	2	SDRBRMSucrose	S2R2D18	C	E	S2R2D18	FALSE	4.27	5.01	0.852295409	R2
PP	1	sucmedia	S2R2D18A	1.874799967	2	SDRBRMSucrose	S2R2D18	A	E	S2R2D18	FALSE	4.27	5.01	0.852295409	R2
PP	1	sucmedia	S2R2D18B	1.617900014	2	SDRBRMSucrose	S2R2D18	B	E	S2R2D18	FALSE	3.66	5.01	0.730538922	R2
PYY	1	sucmedia	S2R2D18C	1.505100012	2	SDRBRMSucrose	S2R2D18	C	E	S2R2D18	FALSE	101.93	98.82333333	1.03143657	R2
PYY	1	sucmedia	S2R2D18A	1.874799967	2	SDRBRMSucrose	S2R2D18	A	E	S2R2D18	FALSE	101.93	98.82333333	1.03143657	R2
PYY	1	sucmedia	S2R2D18B	1.617900014	2	SDRBRMSucrose	S2R2D18	B	E	S2R2D18	FALSE	97.27	98.82333333	0.984281715	R2
Serotonin	1	sucmedia	S2R2D18C	1.505100012	2	SDRBRMSucrose	S2R2D18	C	E	S2R2D18	FALSE	111.3178031	55.21032227	2.016249834	R2
Serotonin	1	sucmedia	S2R2D18A	1.874799967	2	SDRBRMSucrose	S2R2D18	A	E	S2R2D18	FALSE	83.76857849	55.21032227	1.517262987	R2
Serotonin	1	sucmedia	S2R2D18B	1.617900014	2	SDRBRMSucrose	S2R2D18	B	E	S2R2D18	FALSE	101.3622185	55.21032227	1.83592876	R2
TNF.alpha	1	sucmedia	S2R2D18C	1.505100012	2	SDRBRMSucrose	S2R2D18	C	E	S2R2D18	FALSE	4.21	3.796666667	1.108867428	R2
TNF.alpha	1	sucmedia	S2R2D18A	1.874799967	2	SDRBRMSucrose	S2R2D18	A	E	S2R2D18	FALSE	3.52	3.796666667	0.927129061	R2
TNF.alpha	1	sucmedia	S2R2D18B	1.617900014	2	SDRBRMSucrose	S2R2D18	B	E	S2R2D18	FALSE	4.29	3.796666667	1.129938543	R2
C.Peptide	1	sucmedia	S2R3D18A	1.40260005	1	SDRBRMSucrose	S2R3D18	A	F	S2R3D18	FALSE	9.65	4.7	2.053191489	R3
C.Peptide	1	sucmedia	S2R3D18B	1.496500015	1	SDRBRMSucrose	S2R3D18	B	F	S2R3D18	FALSE	7.15	4.7	1.521276596	R3
C.Peptide	1	sucmedia	S2R3D18C	1.375	1	SDRBRMSucrose	S2R3D18	C	F	S2R3D18	FALSE	4.7	4.7	1	R3
Ghrelin	1	sucmedia	S2R3D18A	1.40260005	1	SDRBRMSucrose	S2R3D18	A	F	S2R3D18	FALSE	10.46	11.46666667	0.912209302	R3
Ghrelin	1	sucmedia	S2R3D18B	1.496500015	1	SDRBRMSucrose	S2R3D18	B	F	S2R3D18	FALSE	10.66	11.46666667	0.929651163	R3
Ghrelin	1	sucmedia	S2R3D18C	1.375	1	SDRBRMSucrose	S2R3D18	C	F	S2R3D18	FALSE	10.46	11.46666667	0.912209302	R3
GIP.total	1	sucmedia	S2R3D18A	1.40260005	1	SDRBRMSucrose	S2R3D18	A	F	S2R3D18	FALSE	21.2	16.57	1.27942064	R3
GIP.total	1	sucmedia	S2R3D18B	1.496500015	1	SDRBRMSucrose	S2R3D18	B	F	S2R3D18	FALSE	18.96	16.57	1.144236572	R3
GIP.total	1	sucmedia	S2R3D18C	1.375	1	SDRBRMSucrose	S2R3D18	C	F	S2R3D18	FALSE	16.63	16.57	1.003621002	R3
GLP.1.total	1	sucmedia	S2R3D18A	1.40260005	1	SDRBRMSucrose	S2R3D18	A	F	S2R3D18	FALSE	1.88	5.353333333	0.351183064	R3
GLP.1.total	1	sucmedia	S2R3D18B	1.496500015	1	SDRBRMSucrose	S2R3D18	B	F	S2R3D18	FALSE	3.59	5.353333333	0.670610212	R3
GLP.1.total	1	sucmedia	S2R3D18C	1.375	1	SDRBRMSucrose	S2R3D18	C	F	S2R3D18	FALSE	3.59	5.353333333	0.670610212	R3
MCP.1	1	sucmedia	S2R3D18A	1.40260005	1	SDRBRMSucrose	S2R3D18	A	F	S2R3D18	FALSE	960.25	2700.666667	0.355560355	R3
MCP.1	1	sucmedia	S2R3D18B	1.496500015	1	SDRBRMSucrose	S2R3D18	B	F	S2R3D18	FALSE	1347	2700.666667	0.498765737	R3
